OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;uncultured;NA	0	0	0	0	0	0	0	14.3781	5.3801	0	0	14.015	15.2966	0	10.2609	9.8456	13.8232	0	10.1987	11.9938	0	9.7873	0	0	0	0	0	27.7741	53.6529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.241	0	0	0	0	27.4643	12.9829	26.1528	2.7984	0	8.5716	9.0161	6.0487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;uncultured;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	10.0077	4.4129	0	0	7.1464	4.6516	1.8233	0	7.0748	1.8335	5.6813	0	1.555	3.4538	0	0	0	0	38.3547	0	0	0	0	0	0	0	9.2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4696	0	0	0	13.4288	2.3224	2.0162	0	0	17.9857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7008	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8303	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2979	5.7144	0	2.4745	0	21.2229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0332
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;NA	21.5942	10.7292	0	55.8314	0	0	0	1308.4111	70.6352	32.0833	0	0	0	0	1.5049	0	0	2.0214	0	3.6297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0024	0	0	5.12	0	0	0	0	0	0	0	0	0	0	0	11.2852	19.7146	0	5.0406	0	0	20.3474	0	0	0	40.3985	32.8151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;NA;NA;NA	19.2754	9.2565	0	0	0	0	15.0371	10.4242	36.4457	29.8758	24.0388	3.2745	2.5494	34.6535	5.8829	5.2267	15.1242	14.2618	2.9794	0	2.2566	24.6969	1.3284	0	4.4829	0	93.9903	0	0	0	0	0	0	0	0	23.0638	0	0	0	0	8.5041	6.5828	0	0	0	0	0	0	0	34.0643	0	0	0	0	4.4286	7.3769	21.3536	0	0	0	0	0	0	0	0	0	2.2911	0	0	29.8507	152.7495	0	0	0	0	0	0	0	0	0	0	0	0	1.2054
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Amphritea;Amphritea_sp._Ap52	0	0	34.5932	0	0	0	0	0	52.0653	8.9775	0	0	0	0	0	0	0	0	0	0	9.8945	4.0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5324	0	0	1236.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Amphritea;NA	0	0	0	0	0	0	0	0	0	13.5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Corallomonas;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5828	0	0	0	0	0	0	0	2.9682	0	0	0	0	0	0	0	0	0	0	0	29.9145	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3785	0	0	0	0	0	0	0	15.9872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3955	0	0	15.8156	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;NA	0	0	0	0	0	0	7.2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;bacterium_WHC3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Motiliproteus;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	0	14.7484	0	0	4.3148	2.0522	0	0	0	0	3.4719	0	0	2.5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6139	0	0	0	0	4.1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;NA;NA	0	0	0	0	12.207	0	16.7601	29.6549	106.7338	75.9404	5.5742	3.7984	0	0	0	2.431	0	1.3476	0.8021	1.2625	0	2.1038	0	1.9402	0	7.4206	0	0	0	0	0	0	0	0	7.0666	0	0	0	90.4558	21.4473	12.7562	0	0	0	0	0	0	0	0	0	12.6272	0	0	22.9023	0	0	10.4477	6.4946	0	23.2541	0	0	0	23.2019	260.2869	22.7771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0164	0	0	4.2189
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;NA	0	0	0	0	0	0	0	2.6959	11.1073	0	0	4.4534	0	0	0	2.1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9712	0	0	3.6571	0	0	0	0	0	0	0	0	0	35.5127	0	7.966	2.8572	0	0	0	0	38.1513	0	0	0	6.0052	39.6873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3825	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;bacterium_enrichment_culture_clone_32(2013)	0	0	0	0	0	16.7108	1.0965	17.074	57.4453	30.3173	0	15.7177	0	10.3825	6.4302	6.8069	8.6191	2.8074	13.1781	6.3125	0	4.7565	4.5165	7.1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6812	5.1025	5.8514	0	0	311.1653	0	0	0	0	60.4642	4.8019	0	3.6215	0	4.2858	8.0599	7.24	6.4946	0	0	0	0	0	48.3145	47.7622	1.6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptunomonas;NA	17.971	0	8.9686	15.5684	0	0	11.4344	27.3185	0	8.3888	22.9936	23.3146	0	0	29.825	4.9836	0	0	3.6669	6.9438	5.5548	3.8418	8.103	0	0	0	0	0	24.1438	0	0	0	0	0	0	0	0	0	40.1536	0	17.8587	10.2399	0	0	0	0	0	0	0	12.987	14.2278	22.574	0	0.9957	0.5716	1.9125	18.9708	0	0	10.7187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.965	0	0	1.6339	0	0	1.8081
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptunomonas;Neptunomonas_sp._HPM-16	0	0	0	0	0	0	0	0	0	0	0	0	13.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Profundimonas;NA	0	0	0	0	0	0	21.6158	53.0194	11.8015	386.3248	4.0645	0	0	0	4.7884	0	0	0	0	0	0	2.7441	0	0.6467	0	5.6397	0	0	0	0	0	0	0	0	0	2.3064	0	0	20.2974	0	11.0554	0	0	0	0	0	0	0	0	27.4643	0	0	7.7368	0	4.8572	0	0	0	0	0	0	0	0	0	19.2423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5166
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;NA	0	0	49.968	0	6.3477	0	46.991	60.2084	40.0902	23.4003	58.4129	59.8582	58.5094	62.9693	35.7079	37.5592	39.0301	84.8971	19.4807	22.0938	36.6268	75.4631	18.9957	8.4077	1.4943	22.5586	0	43.645	56.3355	220.7505	46.7705	0	128.1538	0	22.4467	0	0	115.3846	32.2111	0	22.1107	58.5138	0	0	0	0	0	0	43.2882	71.9608	63.4916	98.2794	7.2429	69.3707	45.2863	85.3801	31.7096	0	45.3138	59.5888	0	0	0	119.5578	50.3393	20.2463	0	0	0	0	0	0	30.5049	0	0	61.6197	20.0062	34.965	0	0	5.4044	0	0	5.8548
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;Oleiphilus_sp._HI0068	0	0	0	0	0	0	0	0	1.3884	0	0	3.6675	0	0	0	0	0	0	1.6043	1.2625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3483	0	46.5244	0	0	2.4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;Oleiphilus_sp._HI0073	0	0	0	0	23.9258	0	0	0	0	0	1.6258	0	0	27.3722	0	0	0	3.8182	1.2605	0	0	1.6465	1.9926	0	0	6.2333	0	0	7.1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.248	0	0	3.6511	16.2859	0	1.1914	0	42.4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;NA	0	0	0	0	0	0	8.4584	4.8526	7.9833	26.638	22.7613	18.5993	0	11.8657	7.3878	6.8068	9.7575	8.4223	9.8549	8.2063	7.1171	8.1409	2.7896	0	0	3.8587	0	0	33.9801	0	0	0	0	0	0	0	0	0	0	0	11.0554	0	0	0	0	0	0	0	0	7.4516	21.8752	0	0	27.2172	10.8573	11.475	11.1808	0	18.3549	0	0	0	0	0	8.5903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;Pseudohongiella_sp._SCS-49	0	0	0	20.6683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;bacterium_symbiont_of_Idas_sp.	0	0	0	0	0	0	0	0	0	0	1.6258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;marine_gamma_proteobacterium_HTCC2188	0	0	0	0	0	20.7445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0643	0	10.9713	0	0	0	0	0	0	0	0	0	0	0	0	8.5716	0	4.2157	4.8709	0	0	0	0	0	27.0233	0	0	3.4366	2.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;seawater_metagenome	0	7.9943	0	0	0	0	58.8955	12.9403	0	0	56.3226	82.7799	34.1623	33.5747	31.4667	14.5862	19.515	26.8392	29.4501	23.8298	31.2457	39.4236	11.0255	12.9349	2.092	9.2015	0	62.1611	79.5851	0	26.2806	0	69.4166	76.2759	9.9763	15.6834	0	64.1026	0	0	0	0	0	0	0	0	0	0	12.013	41.5159	11.9158	52.8562	16.4612	25.2257	42.8578	46.4467	30.335	2.5514	50.9063	20.5291	0	0	4.0988	7.37	0	0	0	0	0	0	0	0	0	59.6728	0	0	70.791	10.36	82.8221	65.5219	1.0055	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	4.4129	0	0	2.2922	0	0	0	0	4.3545	0	0	0	3.1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26;Alcanivoracaceae_bacterium_GI5;Alcanivoracaceae_bacterium_GI5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9618	0	0	0	0	10.7548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6027
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Litoribacillus;NA	0	0	0	0	55.6641	0	30.3875	75.3056	56.7511	46.9476	18.6968	15.9797	10.9625	7.8206	5.7461	0	11.5464	31.2188	5.2712	4.8922	8.8529	13.1717	7.1732	0	0	56.6934	88.2939	0	50.076	103.0169	0	0	0	0	0	0	0	149.5726	33.0936	0	25.5124	0	0	0	0	0	0	0	0	0	9.9595	94.9759	0	12.6128	81.0012	0	10.9976	0	33.125	53.5935	0	0	0	205.2682	200.3264	26.9951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.765	0	0	1.4637
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;NA;NA	0	22.931	0	0	0	0	30.5442	27.3184	40.0903	29.5814	12.7742	14.4079	20.1405	0	0	13.9783	7.3182	9.6576	13.2927	10.8891	16.4908	9.6959	0	0	0	7.4206	71.2048	42.3224	95.681	0	0	0	0	0	14.1331	3.2289	0	0	0	0	0	18.2855	0	0	78.0964	0	0	0	0	43.432	14.5835	0	13.0043	0	23.0003	12.0215	11.8223	17.86	55.495	22.5274	0	0	0	79.4324	79.2029	21.9335	0	0	0	0	0	0	26.7696	0	0	0	0	42.735	27.6074	0	4.0219	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oceaniserpentilla;NA	0	0	90.9673	0	0	0	6.1088	16.1754	12.4956	0	0	0	0	0	0	3.1603	0	3.7058	0	0	0	1.8294	0	0	0	0	0	0	0	0	0	0	0	0	4.9882	0	0	0	14.5612	12.7095	0	0	0	0	0	0	0	0	0	18.5225	0	0	0	0	0	0	0	0	0	0	0	0	0	65.2381	76.6257	0	0	0	0	0	0	0	33.6176	0	0	0	0	0	0	74.5594	0	0	0	0.9471
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oleispira;NA	0	0	0	0	22.4609	0	155.0703	360.7118	182.749	140.9902	69.7936	105.0467	101.2123	32.2264	56.2297	7.05	12.1969	8.7592	18.1056	9.6266	15.4493	18.0196	57.917	11.6414	4.4829	12.4666	0	54.2256	102.8346	0	14.2539	0	0	0	22.4467	0	0	0	31.7698	15.8869	136.0659	49.0053	0	0	250.1525	0	0	0	8.492	152.8635	14.5835	106.2629	4.7737	36.5109	248.8607	23.7698	29.3269	0	239.0444	22.8908	0	0	0	149.5837	115.1104	16.8719	0	0	0	104.4776	0	0	0	0	0	0	16.9283	44.03	67.4847	0	6.6612	0	0	2.3247
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oleispira;Oleispira_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;NA	0	0	0	0	0	0	0	0	0	0	0	3.7984	0	0	0	2.6741	0	0	0.4584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;Reinekea_marina	0	0	0	0	0	0	0	0	0	0	3.1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;bacterium_BW3SW14	0	0	0	0	0	0	0	0	5.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Saccharospirillum;NA	0	0	0	0	0	0	0	0	0	0	4.7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371	0	0	0	9.2084	3.5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2247	0	0	0	4.5715	0	2.4745	0	0	0	0	0	0	0	5.8414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;uncultured;NA	0	0	0	0	0	0	14.0973	5.931	10.5866	0	0	14.8008	15.1691	3.5058	8.0719	0	4.0656	10.1068	12.1468	16.2548	0	4.2076	6.509	8.7311	0	5.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6838	19.7411	0	0	9.9575	4.8572	0	3.5742	3.4792	36.2797	6.9036	0	0	0	0	0	0	0	0	0	42.6439	0	0	0	36.5736	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;uncultured;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	12.8428	0	0	0	0	5.2587	0	2.1879	0	0	0	3.3141	0	0	1.9926	0	0	0	0	0	44.7107	0	0	0	0	0	0	5.074	0	0	0	0	20.4099	16.8227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9471
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2221	24.0654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;NA	0	15.1471	0	0	0	0	0	0	0	8.6831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA;NA	0	32.3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.6612	0	0	0	0	0	10.5351	0	0	2.4589	0	0	0	0	0	86.4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Piscirickettsia;Piscirickettsia_litoralis	0	0	0	0	0	0	4.2292	0	0	0	0	0	0	0	3.5571	0	0	2.0214	0	0	0	3.7503	3.9851	6.4675	4.6821	0	0	0	0	112.8281	0	0	0	0	11.639	9.6868	118.5102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6001	0	0	41.4242	0	36.4231	22.3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9406	49.21	46.0123	54.225	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA	0	61.2194	81.9987	16.9105	0	0	5.4823	0	4.6859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9638	0	0	0	0	48.6307	0	0	0	7.3804	84.6501	0	0	15.8869	0	0	52.6209	0	26.8456	0	210.3736	60.0572	0	11.2838	0	0	0	0	0	0	0	0	0	9.992	0	30.3738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2583
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Cavicella;Cavicella_subterranea	0	0	0	0	0	0	0	0	3.2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;NA	0	29.0319	119.1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3242.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
